INDIGO;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;Id;Fecha_orden;Tipo Prioridad;Categoria;Subcategoria;Producto;Cantidad;Ventas;Margen;Descuento;Utilidad;Precio_venta;Precio_costo;Costo_envio;Modo_envio;Nombre_cliente;Pais;Prov. / Depto.;Segmento;Empaque;Fecha_envio;Canal de Venta
;22469;11/10/2010;3;1;Accesorios;Euro Pro Shark Stick Mini Vacuum;24; 105,14 ;42%;3%; 984,09 ; 2.496,61 ; 60,98 ; 49,00 ;1;Jack Lebron;7;77;2;1;13/10/2010;4
;22469;11/10/2010;3;2;Mesas;Hon 5100 Series Wood Tables;23; 570,55 ;49%;2%; 6.167,63 ; 12.929,17 ; 290,98 ; 69,00 ;1;Jack Lebron;7;74;2;1;13/10/2010;1
;22497;28/4/2012;5;3;Maquinas de oficina;Lexmark Z55se Color Inkjet Printer;37; 165,40 ;45%;4%; 2.509,12 ; 5.903,01 ; 90,97 ; 28,00 ;2;Brendan Murry;6;133;2;7;29/4/2012;1
;22498;9/11/2010;4;3;Perifericos;BASF Silver 74 Minute CD-R;20; 2,83 ;40%;5%; 19,83 ; 55,82 ; 1,70 ; 1,99 ;1;Sarah Brown;5;33;4;2;10/11/2010;2
;22501;18/5/2010;3;1;Sobres;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";2; 13,64 ;44%;4%; 10,91 ; 27,58 ; 7,64 ; 1,39 ;3;Alan Barnes;6;136;2;6;19/5/2010;2
;22529;7/5/2010;5;1;Accesorios;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;28; 126,58 ;55%;2%; 1.878,41 ; 3.486,51 ; 56,96 ; 13,22 ;1;Vivian Mathis;5;35;3;6;7/5/2010;2
;22532;8/2/2011;4;1;Carpetas;GBC Standard Plastic Binding Systems Combs;13; 17,02 ;48%;3%; 99,56 ; 220,21 ; 8,85 ; 5,60 ;1;Carlos Soltero;6;136;4;6;8/2/2011;2
;22534;18/7/2011;5;1;Sobres;Airmail Envelopes;3; 167,86 ;50%;0%; 251,79 ; 523,57 ; 83,93 ; 19,99 ;1;Kelly Williams;2;30;2;6;20/7/2011;2
;22561;20/1/2011;4;2;Mobiliario;"Executive Impressions 12"" Wall Clock";7; 36,06 ;51%;7%; 111,07 ; 243,75 ; 17,67 ; 8,99 ;1;David Wiener;7;70;4;2;22/1/2011;1
;22561;20/1/2011;4;1;Accesorios;Staples 4 Outlet Surge Protector;50; 15,48 ;44%;3%; 317,38 ; 754,38 ; 8,67 ; 3,50 ;1;David Wiener;7;55;4;6;22/1/2011;4
;22561;20/1/2011;4;3;Perifericos;U.S. Robotics 56K Internet Call Modem;5; 212,74 ;53%;3%; 531,86 ; 1.051,80 ; 99,99 ; 19,99 ;3;David Wiener;7;79;4;6;22/1/2011;3
;22562;27/3/2009;5;3;Maquinas de oficina;Panasonic KX-P2130 Dot Matrix Printer;46; 410,48 ;48%;8%; 7.552,85 ; 17.386,25 ; 213,45 ; 14,70 ;2;Jennifer Ferguson;5;45;3;7;29/3/2009;2
;22562;27/3/2009;5;1;Papel;Xerox 1882;31; 105,62 ;47%;10%; 1.211,49 ; 2.960,75 ; 55,98 ; 13,88 ;1;Jennifer Ferguson;5;45;3;6;29/3/2009;2
;22562;27/3/2009;5;1;Organizadores;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;3; 30,30 ;47%;0%; 42,73 ; 99,25 ; 16,06 ; 8,34 ;1;Jennifer Ferguson;5;37;3;6;28/3/2009;1
;22563;20/5/2012;4;2;Mobiliario;Deflect-O Glasstique Clear Desk Accessories;32; 13,05 ;41%;6%; 146,17 ; 396,25 ; 7,70 ; 3,68 ;1;Laurel Workman;2;32;3;5;23/5/2012;1
;22626;29/6/2010;4;1;Papel;Array Memo Cubes;17; 10,79 ;52%;2%; 91,73 ; 181,83 ; 5,18 ; 2,04 ;1;John Lucas;4;14;1;5;1/7/2010;2
;22626;29/6/2010;4;2;Mesas;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;35; 420,67 ;48%;4%; 6.478,37 ; 14.204,26 ; 218,75 ; 69,64 ;2;John Lucas;4;9;1;4;1/7/2010;4
;22627;3/4/2010;1;2;Mobiliario;"Howard Miller 16"" Diameter Gallery Wall Clock";33; 142,09 ;55%;9%; 2.156,91 ; 4.281,41 ; 63,94 ; 14,48 ;1;Bill Shonely;7;74;1;6;8/4/2010;4
;22627;3/4/2010;1;2;Librerias;Bush Mission Pointe Library;46; 235,91 ;36%;3%; 3.581,06 ; 10.592,41 ; 150,98 ; 66,27 ;2;Bill Shonely;6;139;1;4;3/4/2010;2
;22628;29/10/2009;5;2;Tapetes;Bevis Steel Folding Chairs;30; 149,92 ;36%;2%; 1.529,20 ; 4.482,05 ; 95,95 ; 74,35 ;2;Lynn Smith;7;61;2;7;1/11/2009;3
;22629;15/4/2010;1;3;Perifericos;Keytronic French Keyboard;5; 147,96 ;50%;5%; 332,91 ; 717,33 ; 73,98 ; 14,52 ;1;Sonia Sunley;2;31;1;6;20/4/2010;1
;22656;22/12/2010;2;3;Perifericos;Belkin ErgoBoard Keyboard;10; 58,45 ;47%;5%; 245,50 ; 561,80 ; 30,98 ; 6,50 ;3;Evan Minnotte;7;48;2;6;24/12/2010;3
;22657;29/10/2011;3;3;Perifericos;Hayes Optima 56K V.90 Internal Voice Modem;36; 407,92 ;37%;0%; 5.433,50 ; 14.696,39 ; 256,99 ; 11,25 ;3;Ralph Kennedy;2;25;2;6;30/10/2011;4
;22657;29/10/2011;3;1;Ligas;Advantus Map Pennant Flags and Round Head Tacks;8; 6,17 ;36%;5%; 15,31 ; 48,91 ; 3,95 ; 2,00 ;1;Ralph Kennedy;2;24;2;5;30/10/2011;1
;22661;26/9/2010;2;1;Boligrafos;Newell 308;11; 2,80 ;40%;5%; 10,78 ; 29,96 ; 1,68 ; 0,70 ;1;Dianna Vittorini;6;140;2;5;29/9/2010;3
;22663;11/1/2012;1;2;Tapetes;Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs;35; 476,24 ;41%;7%; 5.667,22 ; 15.558,52 ; 280,98 ; 57,00 ;2;Maria Bertelson;3;112;2;7;11/1/2012;2
;22663;11/1/2012;1;3;Maquinas de oficina;Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers;15; 782,78 ;36%;8%; 3.287,68 ; 10.830,52 ; 500,98 ; 28,14 ;2;Maria Bertelson;3;107;2;7;16/1/2012;4
;22688;17/4/2012;5;3;Telefonos;Polyproplyene Holder;40; 111,85 ;41%;10%; 1.386,91 ; 4.032,14 ; 65,99 ; 5,63 ;1;Maureen Fritzler;4;20;2;6;18/4/2012;4
;22689;9/10/2011;1;1;Accesorios;Fellowes Command Center 5-outlet power strip;39; 150,76 ;55%;10%; 2.645,76 ; 5.292,51 ; 67,84 ; 0,99 ;1;Benjamin Farhat;6;141;3;6;11/10/2011;1
;22695;3/7/2009;1;1;Papel;Riverleaf Stik-Withit Designer Note Cubes;44; 18,29 ;45%;2%; 346,06 ; 790,76 ; 10,06 ; 2,06 ;1;Joy Smith;7;58;4;5;8/7/2009;1
;22727;3/7/2011;2;1;Papel;Xerox 1966;45; 10,98 ;41%;7%; 168,04 ; 466,29 ; 6,48 ; 6,65 ;1;Lycoris Saunders;3;106;2;6;3/7/2011;1
;22752;7/12/2012;1;1;Organizadores;Carina Mini System Audio Rack, Model AR050B;2; 194,70 ;43%;10%; 128,50 ; 385,46 ; 110,98 ; 35,00 ;1;Barry Weirich;6;124;2;1;12/12/2012;2
;22755;30/3/2009;5;1;Carpetas;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";35; 10,67 ;54%;0%; 201,74 ; 379,27 ; 4,91 ; 5,68 ;1;Fred Harton;2;31;3;6;31/3/2009;3
;22755;30/3/2009;5;1;Carpetas;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;45; 8,34 ;36%;4%; 120,15 ; 363,44 ; 5,34 ; 2,99 ;1;Fred Harton;2;31;3;6;1/4/2009;3
;22755;30/3/2009;5;3;Telefonos;Accessory6;5; 103,69 ;46%;6%; 207,37 ; 492,32 ; 55,99 ; 5,00 ;1;Fred Harton;2;28;3;2;1/4/2009;3
;22787;5/4/2011;5;1;Ligas;Bagged Rubber Bands;35; 1,94 ;35%;6%; 19,68 ; 64,48 ; 1,26 ; 0,70 ;3;Ricardo Block;2;30;2;5;5/4/2011;2
;22817;21/11/2012;4;2;Mesas;Bevis Boat-Shaped Conference Table;27; 409,55 ;36%;5%; 3.427,91 ; 10.567,62 ; 262,11 ; 62,74 ;2;Andrew Roberts;2;30;3;4;23/11/2012;3
;22818;22/5/2009;4;2;Tapetes;Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum;50; 278,68 ;53%;10%; 5.991,64 ; 12.570,64 ; 130,98 ; 30,00 ;2;Mitch Gastineau;2;28;1;7;24/5/2009;4
;22818;22/5/2009;1;3;Perifericos;Belkin 105-Key Black Keyboard;19; 35,05 ;43%;8%; 233,10 ; 616,72 ; 19,98 ; 4,00 ;1;Mitch Gastineau;2;25;1;6;26/5/2009;2
;22819;10/11/2012;3;1;Boligrafos;Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;1; 4,85 ;48%;6%; 2,04 ; 8,84 ; 2,52 ; 4,28 ;1;Patrick Jones;7;49;3;5;12/11/2012;4
;22820;17/8/2010;3;1;Ligas;Staples Vinyl Coated Paper Clips, 800/Box;18; 14,89 ;47%;0%; 125,94 ; 270,78 ; 7,89 ; 2,82 ;1;Craig Yedwab;7;69;4;5;20/8/2010;3
;22820;17/8/2010;3;3;Perifericos;"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack";34; 11,07 ;46%;5%; 154,37 ; 362,07 ; 5,98 ; 4,38 ;1;Craig Yedwab;4;13;4;2;19/8/2010;3
;22848;10/12/2011;2;1;Accesorios;Hoover Portapower Portable Vacuum;20; 8,30 ;46%;1%; 74,67 ; 213,27 ; 4,48 ; 49,00 ;1;Nicole Brennan;6;137;3;1;11/12/2011;4
;22848;10/12/2011;2;2;Tapetes;Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum;45; 247,13 ;47%;2%; 5.004,42 ; 10.928,52 ; 130,98 ; 30,00 ;2;Nicole Brennan;6;136;3;7;12/12/2011;1
;22848;10/12/2011;2;3;Perifericos;Logitech Access Keyboard;4; 27,55 ;42%;9%; 36,37 ; 106,79 ; 15,98 ; 6,50 ;1;Nicole Brennan;6;127;3;6;12/12/2011;3
;22849;14/2/2011;2;1;Carpetas;Fellowes Binding Cases;27; 18,87 ;38%;8%; 152,85 ; 474,38 ; 11,70 ; 5,63 ;1;Erin Creighton;4;15;2;6;15/2/2011;1
;22849;14/2/2011;2;1;Boligrafos;Prang Drawing Pencil Set;34; 5,67 ;51%;0%; 98,38 ; 194,24 ; 2,78 ; 1,34 ;3;Erin Creighton;4;11;2;5;16/2/2011;1
;22849;14/2/2011;2;1;Organizadores;Eldon Shelf Savers Cubes and Bins;27; 14,54 ;52%;1%; 200,24 ; 398,39 ; 6,98 ; 9,69 ;1;Erin Creighton;4;2;2;6;16/2/2011;1
;22849;14/2/2011;2;3;Telefonos;Polyproplyene Holder;25; 321,86 ;36%;5%; 2.494,41 ; 7.647,16 ; 205,99 ; 3,00 ;1;Erin Creighton;4;3;2;6;16/2/2011;2
;22850;30/4/2011;5;3;Perifericos;Belkin MediaBoard 104- Keyboard;4; 45,05 ;39%;8%; 55,86 ; 169,78 ; 27,48 ; 4,00 ;1;Allen Armold;6;130;3;6;1/5/2011;1
;22851;1/3/2009;4;3;Perifericos;Memorex 4.7GB DVD+RW, 3/Pack;25; 45,94 ;38%;9%; 333,03 ; 1.047,02 ; 28,48 ; 1,99 ;1;Denise Monton;3;106;3;2;2/3/2009;4
;22851;1/3/2009;4;2;Mobiliario;Eldon Wave Desk Accessories;13; 4,16 ;50%;0%; 27,04 ; 59,41 ; 2,08 ; 5,33 ;1;Denise Monton;3;119;3;6;3/3/2009;4
;22851;1/3/2009;4;3;Telefonos;KF 788;38; 88,44 ;48%;6%; 1.411,54 ; 3.164,15 ; 45,99 ; 4,99 ;3;Denise Monton;3;116;3;6;2/3/2009;3
;22880;30/5/2010;5;3;Perifericos;BASF Silver 74 Minute CD-R;13; 2,66 ;36%;1%; 12,09 ; 36,18 ; 1,70 ; 1,99 ;1;Bradley Talbott;7;60;1;2;2/6/2010;3
;22881;6/4/2010;5;1;Organizadores;Project Tote Personal File;33; 26,47 ;47%;4%; 375,63 ; 847,99 ; 14,03 ; 9,37 ;1;Melanie Page;4;14;2;6;7/4/2010;4
;22882;13/9/2010;4;1;Papel;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;10; 12,87 ;48%;3%; 57,89 ; 127,89 ; 6,69 ; 3,10 ;1;Luke Schmidt;3;105;3;5;15/9/2010;4
;22885;23/11/2009;5;1;Tijeras;Martin-Yale Premier Letter Opener;4; 20,77 ;38%;5%; 27,42 ; 83,53 ; 12,88 ; 4,59 ;1;Neil Ducich;7;64;3;5;25/11/2009;1
;22887;18/11/2010;2;2;Tapetes;SAFCO Arco Folding Chair;34; 493,21 ;44%;7%; 6.204,64 ; 15.619,93 ; 276,20 ; 24,49 ;1;Eugene Moren;3;117;3;1;19/11/2010;2
;22912;16/10/2010;1;1;Carpetas;Ibico Hi-Tech Manual Binding System;33; 663,02 ;54%;3%; 11.158,66 ; 21.243,32 ; 304,99 ; 19,99 ;3;Juliana Krohn;6;144;2;6;20/10/2010;2
;22913;25/6/2010;4;1;Papel;Xerox 1949;32; 9,22 ;46%;6%; 118,04 ; 282,12 ; 4,98 ; 4,72 ;3;Giulietta Dortch;6;135;2;6;26/6/2010;2
;22913;25/6/2010;4;2;Mesas;Bretford CR4500 Series Slim Rectangular Table;24; 644,83 ;46%;6%; 6.190,40 ; 14.587,63 ; 348,21 ; 40,19 ;2;Giulietta Dortch;6;126;2;4;28/6/2010;4
;22913;25/6/2010;4;3;Telefonos;Accessory41;50; 69,21 ;48%;2%; 1.591,87 ; 3.397,36 ; 35,99 ; 5,99 ;1;Giulietta Dortch;6;145;2;5;26/6/2010;2
;22914;13/1/2012;4;1;Accesorios;Harmony HEPA Quiet Air Purifiers;30; 21,67 ;46%;7%; 253,50 ; 611,46 ; 11,70 ; 6,96 ;1;Adam Hart;6;145;2;3;14/1/2012;4
;22916;2/2/2012;5;1;Papel;Xerox 1997;18; 13,22 ;51%;4%; 111,88 ; 238,57 ; 6,48 ; 10,05 ;1;Pete Takahito;4;12;2;6;3/2/2012;2
;22917;1/3/2009;5;3;Copiadoras;Canon imageCLASS 2200 Advanced Copier;1; 7.777,76 ;55%;6%; 3.811,10 ; 7.335,58 ; 3.499,99 ; 24,49 ;3;Nathan Mautz;7;58;2;1;4/3/2009;4
;22919;17/7/2009;4;1;Etiquetas;Avery 508;21; 10,23 ;52%;7%; 96,67 ; 200,28 ; 4,91 ; 0,50 ;1;Irene Maddox;3;106;4;6;18/7/2009;2
;22947;18/12/2009;1;2;Mobiliario;Aluminum Document Frame;19; 19,71 ;38%;9%; 108,60 ; 343,63 ; 12,22 ; 2,85 ;1;Sarah Jordon;7;77;4;2;25/12/2009;3
;22950;21/12/2011;1;1;Organizadores;Space Solutions Commercial Steel Shelving;29; 107,75 ;40%;10%; 937,43 ; 2.847,28 ; 64,65 ; 35,00 ;1;Mike Caudle;4;14;2;1;28/12/2011;4
;22951;3/5/2012;5;3;Telefonos;StarTAC Analog;24; 131,98 ;50%;10%; 1.267,01 ; 2.859,76 ; 65,99 ; 8,99 ;1;Lena Creighton;4;12;2;6;3/5/2012;3
;22978;2/4/2009;5;2;Tapetes;Global Push Button Manager's Chair, Indigo;28; 124,27 ;51%;3%; 1.670,13 ; 3.407,46 ; 60,89 ; 32,41 ;2;Anthony Garverick;3;120;1;7;3/4/2009;4
;22980;1/10/2012;2;1;Organizadores;Eldon Simplefile Box Office;17; 21,45 ;42%;0%; 153,14 ; 370,89 ; 12,44 ; 6,27 ;1;Rob Haberlin;2;28;4;3;2/10/2012;4
;22980;1/10/2012;2;1;Papel;Xerox 1952;10; 7,66 ;35%;6%; 22,22 ; 77,51 ; 4,98 ; 5,49 ;1;Rob Haberlin;4;8;4;6;2/10/2012;1
;23008;9/10/2009;4;1;Carpetas;GBC VeloBinder Electric Binding Machine;10; 189,03 ;36%;10%; 491,48 ; 1.710,35 ; 120,98 ; 9,07 ;3;Erin Ashbrook;4;13;4;6;11/10/2009;3
;23008;9/10/2009;4;3;Perifericos;Adesso Programmable 142-Key Keyboard;2; 245,94 ;38%;2%; 177,07 ; 488,53 ; 152,48 ; 6,50 ;3;Erin Ashbrook;4;20;4;6;11/10/2009;2
;23011;15/6/2010;1;3;Perifericos;TDK 4.7GB DVD-R;1; 18,20 ;45%;1%; 8,01 ; 20,01 ; 10,01 ; 1,99 ;1;Kelly Williams;2;25;2;2;22/6/2010;3
;23041;20/7/2010;1;1;Carpetas;GBC VeloBinder Strips;21; 15,06 ;49%;2%; 148,63 ; 316,07 ; 7,68 ; 6,16 ;1;Tracy Zic;3;109;4;6;27/7/2010;4
;23041;20/7/2010;1;1;Carpetas;Ibico Ibimaster 300 Manual Binding System;5; 751,00 ;51%;8%; 1.614,65 ; 3.474,59 ; 367,99 ; 19,99 ;1;Tracy Zic;3;108;4;6;22/7/2010;2
;23041;20/7/2010;1;2;Mesas;Bevis Boat-Shaped Conference Table;10; 416,05 ;37%;8%; 1.206,54 ; 3.890,38 ; 262,11 ; 62,74 ;2;Tracy Zic;3;110;4;4;27/7/2010;4
;23042;26/4/2009;5;1;Organizadores;Smead Adjustable Mobile File Trolley with Lockable Top;20; 891,89 ;53%;4%; 8.740,56 ; 17.144,35 ; 419,19 ; 19,99 ;1;Nicole Brennan;6;123;3;6;27/4/2009;1
;23046;6/10/2010;4;1;Papel;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";33; 14,21 ;37%;8%; 135,95 ; 433,31 ; 8,95 ; 2,01 ;1;Adam Shillingsburg;2;26;2;5;8/10/2010;3
;23076;27/5/2009;4;2;Mobiliario;Coloredge Poster Frame;50; 23,28 ;39%;3%; 419,02 ; 1.134,32 ; 14,20 ; 5,30 ;1;Dan Reichenbach;7;67;2;5;28/5/2009;1
;23078;15/9/2011;5;1;Sobres;"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box";18; 20,38 ;52%;10%; 154,04 ; 335,84 ; 9,78 ; 5,76 ;1;Jay Fine;7;55;4;6;15/9/2011;1
;23078;15/9/2011;5;1;Papel;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;8; 91,09 ;55%;9%; 335,21 ; 683,12 ; 40,99 ; 19,99 ;1;Jay Fine;7;66;4;6;17/9/2011;1
;23078;15/9/2011;5;1;Tijeras;Acme Galleria Hot Forged Steel Scissors with Colored Handles;39; 28,60 ;45%;7%; 423,85 ; 1.044,74 ; 15,73 ; 7,42 ;1;Jay Fine;7;63;4;2;17/9/2011;1
;23104;9/4/2011;5;2;Mobiliario;G.E. Halogen Desk Lamp Bulbs;3; 11,63 ;40%;2%; 13,26 ; 37,03 ; 6,98 ; 2,83 ;3;Trudy Brown;3;105;1;2;10/4/2011;3
;23104;9/4/2011;5;1;Ligas;Advantus Push Pins, Aluminum Head;24; 12,63 ;54%;1%; 160,66 ; 303,47 ; 5,81 ; 3,37 ;1;Trudy Brown;3;115;1;5;12/4/2011;2
;23106;20/10/2010;5;3;Maquinas de oficina;Okidata ML591 Wide Format Dot Matrix Printer;35; 1.689,54 ;52%;5%; 27.792,96 ; 56.193,32 ; 810,98 ; 16,06 ;2;Liz MacKendrick;7;58;2;7;22/10/2010;1
;23107;11/6/2011;5;1;Carpetas;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";7; 9,61 ;44%;7%; 24,88 ; 70,11 ; 5,38 ; 7,57 ;1;Lori Olson;7;56;4;6;14/6/2011;1
;23136;25/9/2009;2;2;Tapetes;Lifetime Advantage Folding Chairs, 4/Carton;41; 346,16 ;37%;1%; 5.109,30 ; 14.068,64 ; 218,08 ; 18,06 ;1;Barry Blumstein;2;28;1;1;26/9/2009;1
;23136;25/9/2009;2;3;Perifericos;"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack";43; 7,90 ;37%;4%; 112,17 ; 330,93 ; 4,98 ; 4,62 ;1;Barry Blumstein;2;28;1;2;26/9/2009;3
;23140;8/2/2012;3;2;Mobiliario;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";18; 187,23 ;47%;5%; 1.415,43 ; 3.210,56 ; 99,23 ; 8,99 ;1;MaryBeth Skach;3;120;3;2;10/2/2012;2
;23140;8/2/2012;3;1;Boligrafos;SANFORD Major Accent Highlighters;16; 12,64 ;44%;2%; 84,96 ; 200,59 ; 7,08 ; 2,35 ;1;MaryBeth Skach;3;117;3;5;8/2/2012;3
;23168;15/9/2010;1;3;Copiadoras;Sharp AL-1530CS Digital Copier;46; 781,23 ;36%;0%; 12.937,24 ; 35.961,27 ; 499,99 ; 24,49 ;3;Darren Budd;6;133;3;1;22/9/2010;1
;23169;23/6/2011;4;3;Perifericos;Logitech Cordless Navigator Duo;22; 130,61 ;38%;10%; 804,58 ; 2.593,32 ; 80,98 ; 7,18 ;1;Karl Brown;4;4;3;6;25/6/2011;2
;23169;23/6/2011;4;1;Papel;Xerox 231;27; 13,50 ;52%;7%; 164,03 ; 344,10 ; 6,48 ; 5,11 ;1;Karl Brown;4;15;3;6;25/6/2011;1
;23170;21/5/2009;2;2;Tapetes;Lifetime Advantage Folding Chairs, 4/Carton;20; 464,00 ;53%;6%; 4.361,60 ; 8.741,26 ; 218,08 ; 18,06 ;3;Tim Brockman;2;26;4;1;23/5/2009;2
;23172;24/4/2012;1;3;Maquinas de oficina;Soundgear TeleForum DX Desktop Conference Phone;13; 166,29 ;42%;7%; 756,63 ; 2.024,47 ; 96,45 ; 13,99 ;1;Alex Russell;2;32;3;3;29/4/2012;2
;23174;26/7/2012;1;2;Tapetes;Hon Multipurpose Stacking Arm Chairs;16; 361,00 ;40%;6%; 1.963,84 ; 5.493,64 ; 216,60 ; 64,20 ;2;Harry Marie;4;13;4;7;28/7/2012;1
;23174;26/7/2012;1;1;Organizadores;Rogers Profile Extra Capacity Storage Tub;8; 29,89 ;44%;3%; 98,05 ; 239,01 ; 16,74 ; 7,04 ;1;Harry Marie;4;19;4;6;2/8/2012;3
;23202;30/7/2011;3;1;Papel;Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper;39; 13,39 ;39%;5%; 177,60 ; 497,92 ; 8,17 ; 1,69 ;1;Naresj Patel;4;9;1;5;1/8/2011;3
;23202;30/7/2011;3;1;Boligrafos;Staples SlimLine Pencil Sharpener;48; 18,70 ;36%;2%; 305,24 ; 885,61 ; 11,97 ; 5,81 ;1;Naresj Patel;4;21;1;2;1/8/2011;1
;23205;24/5/2009;3;1;Accesorios;Kensington 6 Outlet SmartSocket Surge Protector;8; 74,51 ;45%;8%; 220,55 ; 555,59 ; 40,98 ; 7,20 ;3;Stuart Calhoun;4;16;4;6;25/5/2009;1
;23205;24/5/2009;3;3;Perifericos;Imation Neon Mac Format Diskettes, 10/Pack;32; 12,49 ;35%;8%; 107,93 ; 370,60 ; 8,12 ; 2,83 ;3;Stuart Calhoun;4;7;4;2;25/5/2009;2
;23205;24/5/2009;3;2;Mesas;Bevis Boat-Shaped Conference Table;26; 504,06 ;48%;2%; 6.028,53 ; 12.906,13 ; 262,11 ; 62,74 ;2;Stuart Calhoun;4;4;4;4;25/5/2009;3
;23207;22/10/2010;4;1;Papel;Xerox 1979;11; 49,17 ;37%;10%; 146,05 ; 495,57 ; 30,98 ; 8,74 ;1;Ralph Kennedy;2;24;2;6;23/10/2010;2
;23232;16/4/2010;3;3;Perifericos;IBM Active Response Keyboard, Black;15; 74,04 ;46%;3%; 477,54 ; 1.084,36 ; 39,98 ; 7,12 ;3;Penelope Sewall;3;115;3;6;17/4/2010;1
;23232;16/4/2010;3;1;Etiquetas;Avery White Multi-Purpose Labels;31; 9,96 ;50%;3%; 145,12 ; 299,99 ; 4,98 ; 0,49 ;1;Penelope Sewall;3;106;3;6;17/4/2010;2
;23232;16/4/2010;3;1;Papel;Xerox 1984;20; 10,98 ;41%;6%; 76,88 ; 215,22 ; 6,48 ; 8,74 ;1;Penelope Sewall;3;104;3;6;16/4/2010;1
;23235;5/7/2011;3;2;Mesas;Bretford CR8500 Series Meeting Room Furniture;6; 4,50 ;36%;2%; 9,18 ; 26,96 ; 2,88 ; 0,50 ;1;Darren Budd;6;140;3;4;7/7/2011;2
;23238;31/3/2010;2;3;Maquinas de oficina;Hewlett-Packard Deskjet 5550 Color Inkjet Printer;25; 178,45 ;35%;5%; 1.338,35 ; 4.294,24 ; 115,99 ; 56,14 ;2;Bradley Drucker;6;126;1;7;2/4/2010;4
;23264;7/12/2010;4;1;Papel;Xerox 1930;16; 10,62 ;39%;2%; 62,89 ; 173,38 ; 6,48 ; 6,81 ;1;Clay Rozendal;6;144;2;6;9/12/2010;2
;23264;7/12/2010;4;1;Etiquetas;Avery 474;27; 5,65 ;49%;6%; 65,56 ; 144,31 ; 2,88 ; 0,99 ;1;Clay Rozendal;6;135;2;6;9/12/2010;2
;23268;16/1/2012;3;1;Papel;Xerox 1937;5; 87,35 ;45%;2%; 187,79 ; 433,78 ; 48,04 ; 5,79 ;1;Pierre Wener;7;77;3;6;18/1/2012;3
;23268;16/1/2012;3;1;Papel;"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""";14; 6,00 ;40%;9%; 26,04 ; 78,64 ; 3,60 ; 2,20 ;3;Pierre Wener;5;46;3;5;18/1/2012;1
;23270;13/3/2011;1;1;Accesorios;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;20; 112,80 ;39%;4%; 789,62 ; 2.225,82 ; 68,81 ; 60,00 ;2;Mick Crebagga;3;111;3;7;17/3/2011;3
;23270;13/3/2011;1;3;Telefonos;CF 888;42; 343,84 ;43%;5%; 5.487,72 ; 13.723,29 ; 195,99 ; 3,99 ;3;Mick Crebagga;3;107;3;6;18/3/2011;3
;23271;3/11/2010;3;3;Maquinas de oficina;Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers;1; 1.554,79 ;48%;9%; 606,37 ; 1.470,16 ; 808,49 ; 55,30 ;2;Ann Blume;7;74;1;7;4/11/2010;3
;23297;2/7/2012;4;1;Accesorios;3M Office Air Cleaner;20; 50,94 ;49%;6%; 438,09 ; 963,06 ; 25,98 ; 5,37 ;1;Adam Hart;6;130;2;3;4/7/2012;4
;23297;2/7/2012;4;1;Organizadores;Dual Level, Single-Width Filing Carts;34; 329,91 ;53%;5%; 5.384,21 ; 10.663,32 ; 155,06 ; 7,07 ;1;Adam Hart;6;134;2;6;4/7/2012;2
;23301;18/4/2011;3;3;Perifericos;"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack";4; 9,97 ;40%;2%; 15,15 ; 42,92 ; 5,98 ; 3,85 ;1;Adam Hart;6;141;2;2;20/4/2011;2
;23301;18/4/2011;3;1;Papel;Xerox 1992;3; 9,80 ;39%;5%; 10,00 ; 33,14 ; 5,98 ; 5,20 ;1;Adam Hart;6;122;2;6;20/4/2011;1
